,año,equiponac,jugador,club
535,2010,Bolivia,Samuel Galindo,Arsenal
536,2010,Bolivia,Diego Cabrera,Pasto
537,2010,Bolivia,Augusto Andaveris,Real Potosi
538,2010,Bolivia,Roberto Galindo,Universitario
539,2010,Bolivia,José Castillo,Blooming
540,2011,Bolivia,Sergio Galarza,Blooming
541,2011,Bolivia,Carlos Arias,Mac. Netanya
542,2011,Bolivia,Daniel Vaca,The Strongest
543,2011,Bolivia,Luis Méndez,The Strongest
544,2011,Bolivia,Ronald Rivero,Bolivar
545,2011,Bolivia,Ronald Raldés,Colon
546,2011,Bolivia,Lorgio Suarez,Oriente
547,2011,Bolivia,Santos Amador,Nacional Potosí
548,2011,Bolivia,Edhemir Rodriguez,Bolivar
549,2011,Bolivia,Enrique Parada,The Strongest
550,2011,Bolivia,Miguel Hoyos,Oriente
551,2011,Bolivia,Lorgio Alvarez,Bolivar
552,2011,Bolivia,Christian Vargas,San José
553,2011,Bolivia,L. A.  Gutiérrez,Oriente
554,2011,Bolivia,Marvin Bejarano,Universitario
555,2011,Bolivia,Jaime Robles,Aurora
556,2011,Bolivia,Alejandro Chumacero,The Strongest
557,2011,Bolivia,José Chavez,Blooming
558,2011,Bolivia,Walter Flores,Bolivar
559,2011,Bolivia,Ronald García,Aris
560,2011,Bolivia,Jesus Gomez,Blooming
561,2011,Bolivia,Jhasmani Campos,Oriente
562,2011,Bolivia,Miguel Loaiza,Real Potosi
563,2011,Bolivia,Alcides Peña,Oriente
564,2011,Bolivia,Mauricio Saucedo,Oriente
565,2011,Bolivia,Joselito Vaca,Oriente
566,2011,Bolivia,Rudy Cardozo,Bolivar
567,2011,Bolivia,Ronald Segovia,Aurora
568,2011,Bolivia,Juan Carlos Arce,Oriente
569,2011,Bolivia,Pablo Escobar,The Strongest
570,2011,Bolivia,Edivaldo,Naval
571,2011,Bolivia,Ricardo Pedriel,Sivasspor
572,2011,Bolivia,Marcelo Moreno,Shakhtar
573,2011,Bolivia,Samuel Galindo,Nastic
574,2011,Bolivia,Diego Cabrera,Tolima
575,2011,Bolivia,José Castillo,Estudiantes
576,2011,Bolivia,Darwin Rios,Guabira
577,2011,Bolivia,Augusto Andaveris,Aurora
578,2012,Bolivia,Hugo Suarez,Wilstermann
579,2012,Bolivia,Sergio Galarza,Blooming
580,2012,Bolivia,Daniel Vaca,The Strongest
581,2012,Bolivia,Gabriel Valverde,Bolivar
582,2012,Bolivia,Alejandro Meleán,Oriente
583,2012,Bolivia,Ronald Raldés,Colon
584,2012,Bolivia,Luis Méndez,The Strongest
585,2012,Bolivia,Carlos Tordoya,San José
586,2012,Bolivia,Ronald Rivero,Blooming
587,2012,Bolivia,Edward Zenteno,Wilstermann
588,2012,Bolivia,Rony Jiménez,Real Potosi
589,2012,Bolivia,Christian Vargas,San José
590,2012,Bolivia,Gerardo Yecerotte,Real Potosi
591,2012,Bolivia,Oscar Añez,Universitario
592,2012,Bolivia,Diego Bejarano,The Strongest
593,2012,Bolivia,Marvin Bejarano,Oriente
594,2012,Bolivia,L. A.  Gutiérrez,Bahia
595,2012,Bolivia,Luis Hurtado,Blooming
596,2012,Bolivia,José Barba,Aurora
597,2012,Bolivia,Alejandro Chumacero,The Strongest
598,2012,Bolivia,Pedro Azogue,Oriente
599,2012,Bolivia,Gualberto Mojica,Oriente
600,2012,Bolivia,Abdon Reyes,Bolivar
601,2012,Bolivia,Walter Flores,Bolivar
602,2012,Bolivia,Jhasmani Campos,Bolivar
603,2012,Bolivia,José Chavez,Blooming
604,2012,Bolivia,Alcides Peña,Oriente
605,2012,Bolivia,Miguel Suarez,Bolivar
606,2012,Bolivia,Rudy Cardozo,Bolivar
607,2012,Bolivia,Mauricio Saucedo,The Strongest
608,2012,Bolivia,Juan Carlos Arce,Bolivar
609,2012,Bolivia,Ronald Segovia,Blooming
610,2012,Bolivia,Pablo Escobar,The Strongest
611,2012,Bolivia,Ricardo Pedriel,Sivasspor
612,2012,Bolivia,Marcelo Moreno,Grêmio
613,2012,Bolivia,Carlos Saucedo,San José
614,2012,Bolivia,Diego Cabrera,Santa Fe
615,2012,Bolivia,Augusto Andaveris,Aurora
616,2012,Bolivia,Darwin Rios,Blooming
617,2013,Bolivia,Sergio Galarza,Blooming
618,2013,Bolivia,Daniel Vaca,The Strongest
619,2013,Bolivia,Carlos Arias,Oriente
620,2013,Bolivia,Romel Quiñonez,Bolivar
621,2013,Bolivia,Alejandro Meleán,Oriente
622,2013,Bolivia,Edward Zenteno,Wilstermann
623,2013,Bolivia,Ronald Raldés,Colon
624,2013,Bolivia,Ronald Eguino,Bolivar
625,2013,Bolivia,Edhemir Rodriguez,Bolivar
626,2013,Bolivia,Rony Jiménez,Real Potosi
627,2013,Bolivia,Jair Torrico,The Strongest
628,2013,Bolivia,Diego Bejarano,The Strongest
629,2013,Bolivia,L. A.  Gutiérrez,Patronato
630,2013,Bolivia,Marvin Bejarano,Oriente
631,2013,Bolivia,Abraham Cabrera,The Strongest
632,2013,Bolivia,Alejandro Chumacero,The Strongest
633,2013,Bolivia,Gualberto Mojica,Petrolul
634,2013,Bolivia,Danny Bejarano,Oriente
635,2013,Bolivia,Pedro Azogue,Oriente
636,2013,Bolivia,Walter Veizaga,The Strongest
637,2013,Bolivia,Ronald García,Oriente
638,2013,Bolivia,José Chavez,Atlas
639,2013,Bolivia,Jhasmani Campos,Bolivar
640,2013,Bolivia,Leandro Maygua,Bolivar
641,2013,Bolivia,Daniel Chavez,The Strongest
642,2013,Bolivia,Jaime Arrascaita,Bolivar
643,2013,Bolivia,Rudy Cardozo,Bolivar
644,2013,Bolivia,Ronald Segovia,Blooming
645,2013,Bolivia,Juan Carlos Arce,Bolivar
646,2013,Bolivia,Vicente Arze,Esteghlal T.
647,2013,Bolivia,Edivaldo,MTU
648,2013,Bolivia,Marcelo Moreno,Grêmio
649,2013,Bolivia,Carlos Saucedo,San José
650,2013,Bolivia,Eduardo Fierro,Universitario
651,2013,Bolivia,Rodrigo Vargas,Oriente
652,2014,Bolivia,Daniel Vaca,The Strongest
653,2014,Bolivia,Romel Quiñonez,Bolivar
654,2014,Bolivia,Ronald Raldés,Oriente
655,2014,Bolivia,Alejandro Meleán,Oriente
656,2014,Bolivia,Edward Zenteno,Wilstermann
657,2014,Bolivia,Ronald Eguino,Bolivar
658,2014,Bolivia,Miguel Angel Hurtado,Blooming
659,2014,Bolivia,Ramiro Ballivian,Universitario
660,2014,Bolivia,Juan Carlos Zampiery,Wilstermann
661,2014,Bolivia,Diego Bejarano,The Strongest
662,2014,Bolivia,Leonel Morales,Blooming
663,2014,Bolivia,L. A.  Gutiérrez,Bolivar
664,2014,Bolivia,Marvin Bejarano,Oriente
665,2014,Bolivia,Mario Ovando,San José
666,2014,Bolivia,Damir Miranda,Bolivar
667,2014,Bolivia,Gualberto Mojica,Oriente
668,2014,Bolivia,Alejandro Chumacero,The Strongest
669,2014,Bolivia,Pedro Azogue,Oriente
670,2014,Bolivia,Danny Bejarano,Oriente
671,2014,Bolivia,M.  Smedberg-Dalence,IFK Göteborg
672,2014,Bolivia,José Chavez,Bolivar
673,2014,Bolivia,Leandro Maygua,Bolivar
674,2014,Bolivia,Raul Castro,The Strongest
675,2014,Bolivia,Alcides Peña,Oriente
676,2014,Bolivia,Daniel Chavez,The Strongest
677,2014,Bolivia,Rudy Cardozo,Bolivar
678,2014,Bolivia,Rodrigo Ramallo,The Strongest
679,2014,Bolivia,Joselito Vaca,Blooming
680,2014,Bolivia,Jaime Arrascaita,Bolivar
681,2014,Bolivia,Damián Lizio,O'Higgins
682,2014,Bolivia,Juan Carlos Arce,Bolivar
683,2014,Bolivia,Vicente Arze,Goverla
684,2014,Bolivia,Marcelo Moreno,Cruzeiro
685,2014,Bolivia,Carlos Saucedo,CD Saprissa
686,2014,Bolivia,Rodrigo Vargas,Oriente
687,2014,Bolivia,Augusto Andaveris,Wilstermann
688,2015,Bolivia,Romel Quiñonez,Bolivar
689,2015,Bolivia,Gustavo Salvatierra,Wilstermann
690,2015,Bolivia,Hugo Suarez,Blooming
691,2015,Bolivia,Daniel Vaca,The Strongest
692,2015,Bolivia,Diego Zamora,Bolivar
693,2015,Bolivia,Carlos Lampe,Sport Boys
694,2015,Bolivia,José Peñarrieta,Petrolero
695,2015,Bolivia,Ronald Eguino,Bolivar
696,2015,Bolivia,Alejandro Meleán,Oriente
697,2015,Bolivia,Pablo Pedraza,Real Potosi
698,2015,Bolivia,Cristhian Coimbra,Blooming
699,2015,Bolivia,Ronald Raldés,Oriente
700,2015,Bolivia,Edward Zenteno,Wilstermann
701,2015,Bolivia,Edhemir Rodriguez,Bolivar
702,2015,Bolivia,L. F.  Marteli,The Strongest
703,2015,Bolivia,Miguel Angel Hurtado,Blooming
704,2015,Bolivia,Ramiro Ballivian,The Strongest
705,2015,Bolivia,Juan Carlos Zampiery,Sport Boys
706,2015,Bolivia,Erwin Saavedra,Bolivar
707,2015,Bolivia,Jair Torrico,The Strongest
708,2015,Bolivia,Diego Bejarano,Panetolikos
709,2015,Bolivia,Jorge Enrique Flores,Universitario
710,2015,Bolivia,Abraham Cabrera,The Strongest
711,2015,Bolivia,Leonel Morales,Blooming
712,2015,Bolivia,Marvin Bejarano,Oriente
713,2015,Bolivia,Omar Morales,Wilstermann
714,2015,Bolivia,Sebastian Gamarra,AC Milán
715,2015,Bolivia,Danny Bejarano,Oriente
716,2015,Bolivia,Helmut Gutiérrez,Sport Boys
717,2015,Bolivia,Pedro Azogue,Oriente
718,2015,Bolivia,Damir Miranda,Bolivar
719,2015,Bolivia,Alejandro Chumacero,The Strongest
720,2015,Bolivia,M.  Smedberg-Dalence,IFK Göteborg
721,2015,Bolivia,Jhasmani Campos,Bolivar
722,2015,Bolivia,Walter Veizaga,The Strongest
723,2015,Bolivia,Raul Castro,The Strongest
724,2015,Bolivia,Alcides Peña,Oriente
725,2015,Bolivia,Gustavo Pinedo,San Martin SJ
726,2015,Bolivia,Joselito Vaca,Blooming
727,2015,Bolivia,Rodrigo Ramallo,The Strongest
728,2015,Bolivia,Jaime Arrascaita,Bolivar
729,2015,Bolivia,Erwin Jr Sánchez,Real Potosi
730,2015,Bolivia,Damián Lizio,O'Higgins
731,2015,Bolivia,Rudy Cardozo,Bolivar
732,2015,Bolivia,Juan Carlos Arce,Bolivar
733,2015,Bolivia,Pablo Escobar,The Strongest
734,2015,Bolivia,Marcelo Moreno,Changchun
735,2015,Bolivia,Ricardo Pedriel,Mersin
736,2015,Bolivia,Gilbert Alvarez,Real Potosi
737,2015,Bolivia,Samuel Galindo,Petrolero
738,2015,Bolivia,Gabriel Ríos,Ciclón
739,2015,Bolivia,Oscar Díaz,Wilstermann
740,2015,Bolivia,Yasmani Duk,Sport Boys
741,2015,Bolivia,Leonardo Vaca,Blooming
742,2016,Bolivia,Guillermo Viscarra,Oriente
743,2016,Bolivia,Alex Arancibia,Wilstermann
744,2016,Bolivia,Daniel Vaca,The Strongest
745,2016,Bolivia,Romel Quiñonez,Bolivar
746,2016,Bolivia,Carlos Lampe,Sport Boys
747,2016,Bolivia,Gustavo Salvatierra,Wilstermann
748,2016,Bolivia,Alejandro Meleán,Oriente
749,2016,Bolivia,Edward Zenteno,Wilstermann
750,2016,Bolivia,Ronald Eguino,Bolivar
751,2016,Bolivia,Ronald Raldés,Oriente
752,2016,Bolivia,Gabriel Valverde,The Strongest
753,2016,Bolivia,Cristhian Coimbra,Blooming
754,2016,Bolivia,Nelson Cabrera,Bolivar
755,2016,Bolivia,Edhemir Rodriguez,Bolivar
756,2016,Bolivia,L. F.  Marteli,The Strongest
757,2016,Bolivia,Ignacio Garcia,Nacional Potosí
758,2016,Bolivia,Erwin Saavedra,Bolivar
759,2016,Bolivia,Ramiro Ballivian,The Strongest
760,2016,Bolivia,Diego Bejarano,The Strongest
761,2016,Bolivia,Marvin Bejarano,Oriente
762,2016,Bolivia,Jorge Enrique Flores,Bolivar
763,2016,Bolivia,Carmelo Algaranaz,Petrolero
764,2016,Bolivia,L. A.  Gutiérrez,Kiryat Shmona
765,2016,Bolivia,Leonel Morales,Sport Boys
766,2016,Bolivia,Julio Pérez,The Strongest
767,2016,Bolivia,Pedro Azogue,Oriente
768,2016,Bolivia,Alejandro Chumacero,The Strongest
769,2016,Bolivia,Danny Bejarano,Bolivar
770,2016,Bolivia,Cristhian Machado,Wilstermann
771,2016,Bolivia,Rodrigo Vargas,The Strongest
772,2016,Bolivia,M.  Smedberg-Dalence,IFK Göteborg
773,2016,Bolivia,Diego Wayar,The Strongest
774,2016,Bolivia,Raul Castro,The Strongest
775,2016,Bolivia,Jhasmani Campos,Kazma
776,2016,Bolivia,Walter Flores,Bolivar
777,2016,Bolivia,Mateo Zoch,Oriente
778,2016,Bolivia,Walter Veizaga,The Strongest
779,2016,Bolivia,Miguel Suarez,Wilstermann
780,2016,Bolivia,Jaime Arrascaita,Bolivar
781,2016,Bolivia,Alan Farell,Blooming
782,2016,Bolivia,Rudy Cardozo,Bolivar
783,2016,Bolivia,Fernando Saucedo,Wilstermann
784,2016,Bolivia,Joselito Vaca,Blooming
785,2016,Bolivia,Rodrigo Ramallo,The Strongest
786,2016,Bolivia,Damián Lizio,Botafogo
787,2016,Bolivia,Juan Carlos Arce,Bolivar
788,2016,Bolivia,Pablo Escobar,The Strongest
789,2016,Bolivia,Gilbert Alvarez,Real Potosi
790,2016,Bolivia,Marcelo Moreno,Changchun
791,2016,Bolivia,Samuel Galindo,Petrolero
792,2016,Bolivia,Bruno Miranda,Univ. de Chile
793,2016,Bolivia,Yasmani Duk,Cosmos
794,2017,Bolivia,Guillermo Viscarra,Oriente
795,2017,Bolivia,Romel Quiñonez,Oriente
796,2017,Bolivia,Carlos Lampe,Huachipato
797,2017,Bolivia,Ruben Cordano,Blooming
798,2017,Bolivia,Luis Haquin,Oriente
799,2017,Bolivia,Edward Zenteno,Wilstermann
800,2017,Bolivia,Ronald Raldés,Bolivar
801,2017,Bolivia,Gabriel Valverde,The Strongest
802,2017,Bolivia,Cristhian Coimbra,Sport Boys
803,2017,Bolivia,Alejandro Meleán,Sport Boys
804,2017,Bolivia,Maximiliano Ortiz,Blooming
805,2017,Bolivia,Jefferson Ibañez,Guabira
806,2017,Bolivia,Mario Cuellar,Blooming
807,2017,Bolivia,Oscar Ribera,Oriente
808,2017,Bolivia,Diego Bejarano,The Strongest
809,2017,Bolivia,José Manuel Sagredo,Blooming
810,2017,Bolivia,Omar Morales,Wilstermann
811,2017,Bolivia,L. A.  Gutiérrez,Bolivar
812,2017,Bolivia,Leonel Morales,Bolivar
813,2017,Bolivia,Jorge Enrique Flores,Bolivar
814,2017,Bolivia,Pedro Azogue,Bolivar
815,2017,Bolivia,Danny Bejarano,Sport Boys
816,2017,Bolivia,Moisés Villarroel,Oriente
817,2017,Bolivia,Alejandro Chumacero,The Strongest
818,2017,Bolivia,Leonel Justiniano,Bolivar
819,2017,Bolivia,Cristhian Machado,Wilstermann
820,2017,Bolivia,Rodrigo Vargas,The Strongest
821,2017,Bolivia,Ramiro Vaca,Quebracho
822,2017,Bolivia,José Maria Carrasco,Blooming
823,2017,Bolivia,Jhasmani Campos,Pathum United
824,2017,Bolivia,Jordy Candia,Sport Boys
825,2017,Bolivia,Diego Wayar,The Strongest
826,2017,Bolivia,José Luis Vargas,Blooming
827,2017,Bolivia,Raul Castro,The Strongest
828,2017,Bolivia,Juan Pablo Aponte,Wilstermann
829,2017,Bolivia,Alan Farell,Blooming
830,2017,Bolivia,Fernando Saucedo,Wilstermann
831,2017,Bolivia,Limberg Gutiérrez,Nacional
832,2017,Bolivia,Juan Carlos Arce,Bolivar
833,2017,Bolivia,Pablo Escobar,The Strongest
834,2017,Bolivia,Gilbert Alvarez,Wilstermann
835,2017,Bolivia,Marcelo Moreno,Wuhan Zall
836,2017,Bolivia,Mauricio Chajtur,Guabira
837,2017,Bolivia,Eduardo Fierro,Bolivar
838,2017,Bolivia,Luis Ali,Ponte Preta
839,2017,Bolivia,Bruno Miranda,Univ. de Chile
840,2018,Bolivia,Jorge Arauz,Royal Pari
841,2018,Bolivia,Guillermo Viscarra,Ra'anana
842,2018,Bolivia,Carlos Lampe,Huachipato
843,2018,Bolivia,Ruben Cordano,Blooming
844,2018,Bolivia,Gabriel Valverde,The Strongest
845,2018,Bolivia,Luis Haquin,Oriente
846,2018,Bolivia,Gustavo Olguin,Oriente
847,2018,Bolivia,Pablo Pedraza,Bolivar
848,2018,Bolivia,Ronny Montero,Wilstermann
849,2018,Bolivia,Ronald Raldés,Bolivar
850,2018,Bolivia,Maximiliano Ortiz,The Strongest
851,2018,Bolivia,Harry Céspedes,Royal Pari
852,2018,Bolivia,Juan Sebastian Reyes,Wilstermann
853,2018,Bolivia,Juan Mercado,Guabira
854,2018,Bolivia,Oscar Ribera,Sport Boys
855,2018,Bolivia,Carlos Anez,Oriente
856,2018,Bolivia,Rodrigo Borda,Universitario
857,2018,Bolivia,Erwin Saavedra,Bolivar
858,2018,Bolivia,Oscar Baldomar,Universitario
859,2018,Bolivia,Diego Bejarano,Bolivar
860,2018,Bolivia,José Manuel Sagredo,Blooming
861,2018,Bolivia,Danny Bejarano,Panetolikos
862,2018,Bolivia,Moisés Villarroel,Bolivar
863,2018,Bolivia,Alejandro Chumacero,Puebla
864,2018,Bolivia,Leonel Justiniano,Bolivar
865,2018,Bolivia,Rodrigo Vargas,The Strongest
866,2018,Bolivia,Diego Wayar,The Strongest
867,2018,Bolivia,Rodrigo Rodriguez,Oriente
868,2018,Bolivia,Wilfredo Soleto,Destroyers
869,2018,Bolivia,Ramiro Vaca,The Strongest
870,2018,Bolivia,Jhasmani Campos,The Strongest
871,2018,Bolivia,Leandro Maygua,Universitario
872,2018,Bolivia,Jhon Garcia,Huachipato
873,2018,Bolivia,Franz Gonzales,Sport Boys
874,2018,Bolivia,Raul Castro,The Strongest
875,2018,Bolivia,Miguel Quiroga,Nacional Potosí
876,2018,Bolivia,José Luis Vargas,Blooming
877,2018,Bolivia,Jaime Cornejo,Aurora
878,2018,Bolivia,Jordy Candia,Sport Boys
879,2018,Bolivia,Carlos Melgar,Wilstermann
880,2018,Bolivia,Juan Pablo Aponte,Wilstermann
881,2018,Bolivia,Rudy Cardozo,The Strongest
882,2018,Bolivia,Fernando Saucedo,Wilstermann
883,2018,Bolivia,Henry Vaca,The Strongest
884,2018,Bolivia,Juan Carlos Arce,Bolivar
885,2018,Bolivia,Marcelo Moreno,Wuhan Zall
886,2018,Bolivia,Gilbert Alvarez,Wilstermann
887,2018,Bolivia,Bruno Miranda,Richmond
888,2018,Bolivia,Luis Ali,Ponte Preta
889,2018,Bolivia,Alex Ribera,Oriente
890,2018,Bolivia,Cristian Arano,Blooming
891,2018,Bolivia,Leonardo Vaca,Blooming
892,2018,Bolivia,Hector Sanchez,Oriente
893,2018,Bolivia,Edson Pérez,Nacional Potosí
894,2018,Bolivia,Sergio Moruno,Aurora
895,2019,Bolivia,Carlos Lampe,San José
896,2019,Bolivia,Jorge Arauz,Royal Pari
897,2019,Bolivia,Romel Quiñonez,Oriente
898,2019,Bolivia,Javier Rojas,Nacional Potosí
899,2019,Bolivia,Ruben Cordano,Blooming
900,2019,Bolivia,Saidt Mustafa,Bolivar
901,2019,Bolivia,Daniel Vaca,The Strongest
902,2019,Bolivia,Gabriel Valverde,The Strongest
903,2019,Bolivia,Luis Haquin,Puebla
904,2019,Bolivia,Gustavo Olguin,Oriente
905,2019,Bolivia,Adrian Jusino,Bolivar
906,2019,Bolivia,Saul Torres,Nacional Potosí
907,2019,Bolivia,Guimer Justiniano,Royal Pari
908,2019,Bolivia,Juan Sebastian Reyes,Wilstermann
909,2019,Bolivia,Walter Antelo,Sport Boys
910,2019,Bolivia,Robert Cueto,Blooming
911,2019,Bolivia,Luis Demiquel,The Strongest
912,2019,Bolivia,Mario Cuellar,Oriente
913,2019,Bolivia,Jefferson Ibañez,Guabira
914,2019,Bolivia,Carlos Anez,Oriente
915,2019,Bolivia,Oscar Ribera,Bolivar
916,2019,Bolivia,Erwin Saavedra,Bolivar
917,2019,Bolivia,Diego Bejarano,Bolivar
918,2019,Bolivia,Jorge Enrique Flores,Bolivar
919,2019,Bolivia,Roberto Fernandez,Blooming
920,2019,Bolivia,Carmelo Algaranaz,Always Ready
921,2019,Bolivia,Marvin Bejarano,The Strongest
922,2019,Bolivia,Julio Pérez,Oriente
923,2019,Bolivia,José Manuel Sagredo,The Strongest
924,2019,Bolivia,Alejandro Chumacero,Puebla
925,2019,Bolivia,Leonel Justiniano,Bolivar
926,2019,Bolivia,Diego Wayar,The Strongest
927,2019,Bolivia,Jorge Hugo Rojas,Sport Boys
928,2019,Bolivia,Ramiro Vaca,The Strongest
929,2019,Bolivia,Diego Hoyos,Guabira
930,2019,Bolivia,Jhon Garcia,Oriente
931,2019,Bolivia,Raul Castro,The Strongest
932,2019,Bolivia,Cristhian Arabe,Always Ready
933,2019,Bolivia,Jhasmani Campos,The Strongest
934,2019,Bolivia,José Luis Vargas,Blooming
935,2019,Bolivia,José Maria Carrasco,Blooming
936,2019,Bolivia,Carlos Melgar,Wilstermann
937,2019,Bolivia,Jordy Candia,Sport Boys
938,2019,Bolivia,Rodrigo Ramallo,San José
939,2019,Bolivia,Rudy Cardozo,The Strongest
940,2019,Bolivia,Henry Vaca,The Strongest
941,2019,Bolivia,Fernando Saucedo,Wilstermann
942,2019,Bolivia,Erwin Jr Sánchez,Blooming
943,2019,Bolivia,Juan Carlos Arce,Bolivar
944,2019,Bolivia,Marcelo Moreno,Shijiazhuang
945,2019,Bolivia,Gilbert Alvarez,Wilstermann
946,2019,Bolivia,Carlos Saucedo,San José
947,2019,Bolivia,Samuel Galindo,Always Ready
948,2019,Bolivia,Vladimir Castellón,Nacional Potosí
949,2019,Bolivia,Wilson Alvarez,Aurora
950,2019,Bolivia,Leonardo Vaca,Blooming
951,2019,Bolivia,Cristian Arano,Blooming
952,2019,Bolivia,Alex Ribera,Oriente
953,1994,Colombia,Óscar Córdoba,América
954,1994,Colombia,Jose Pazo,Junior
955,1994,Colombia,Andrés Escobar,Atl. Nacional
956,1994,Colombia,Oswaldo Santoya,Once Caldas
957,1994,Colombia,Nestor Ortiz,Once Caldas
958,1994,Colombia,Luis Perea,Junior
959,1994,Colombia,Alexis Mendoza,Junior
960,1994,Colombia,Wilson Perez,América
961,1994,Colombia,Luis Herrera,Atl. Nacional
962,1994,Colombia,John Harold Lozano,América
963,1994,Colombia,Leonel Álvarez,América
964,1994,Colombia,Mauricio Serna,Atl. Nacional
965,1994,Colombia,Alex Escobar,América
966,1994,Colombia,Oscar Restrepo,Independiente
967,1994,Colombia,Herman Gaviria,Atl. Nacional
968,1994,Colombia,Oscar Cortes,Millonarios
969,1994,Colombia,Gabriel Gomez,Atl. Nacional
970,1994,Colombia,Freddy Rincón,Palmeiras
971,1994,Colombia,Carlos Valderrama,Junior
972,1994,Colombia,V. H.  Aristizábal,Atl. Nacional
973,1994,Colombia,Faustino Asprilla,Parma
974,1994,Colombia,Adolfo Valencia,Bayern
975,1994,Colombia,Miguel Asprilla,Dep. Cali
976,1994,Colombia,Antony De Avila,América
977,1994,Colombia,Ivan Valenciano,Junior
978,1994,Colombia,Henry Zambrano,América
979,1994,Colombia,John Jairo Trellez,Atl. Nacional
980,1995,Colombia,Miguel Calero,Dep. Cali
981,1995,Colombia,René Higuita,Atl. Nacional
982,1995,Colombia,Jose Pazo,Junior
983,1995,Colombia,Faryd Mondragón,Indep.
984,1995,Colombia,Óscar Córdoba,América
985,1995,Colombia,Victor Marulanda,Atl. Nacional
986,1995,Colombia,Jorge Bermúdez,América
987,1995,Colombia,Alex Fernandez,Independiente
988,1995,Colombia,Jaime Suarez,Millonarios
989,1995,Colombia,Diego Osorio,Atl. Nacional
990,1995,Colombia,Giovanni Cassiani,Junior
991,1995,Colombia,Alexis Mendoza,Junior
992,1995,Colombia,Hector Botero,América
993,1995,Colombia,Wilson Perez,Barranquilla
994,1995,Colombia,Arley Dinas,América
995,1995,Colombia,James Cardona,América
996,1995,Colombia,Francisco Mosquera,Atl. Nacional
997,1995,Colombia,Wilmer Cabrera,América
998,1995,Colombia,Jose Santa,Atl. Nacional
999,1995,Colombia,Jersson Gonzalez,América
1000,1995,Colombia,John Harold Lozano,América
1001,1995,Colombia,Leonel Álvarez,América
1002,1995,Colombia,Jorge Bolano,Junior
1003,1995,Colombia,Mauricio Serna,Atl. Nacional
1004,1995,Colombia,Arley Betancourt,Dep. Cali
1005,1995,Colombia,Gabriel Gomez,Independiente
1006,1995,Colombia,Luis Quinonez,Once Caldas
1007,1995,Colombia,Oscar Restrepo,Quindio
1008,1995,Colombia,Oswaldo Mackenzie,Junior
1009,1995,Colombia,Oscar Pareja,Independiente
1010,1995,Colombia,Carlos Gutierrez,América
1011,1995,Colombia,Herman Gaviria,Atl. Nacional
1012,1995,Colombia,Alex Escobar,América
1013,1995,Colombia,Bonner Mosquera,Millonarios
1014,1995,Colombia,Freddy Rincón,Real Madrid
1015,1995,Colombia,Victor Pacheco,Junior
1016,1995,Colombia,Carlos Valderrama,Junior
1017,1995,Colombia,V. H.  Aristizábal,Atl. Nacional
1018,1995,Colombia,Ricard Hamilton,Dep. Cali
1019,1995,Colombia,M. A.  Guerrero,Bari
1020,1995,Colombia,Faustino Asprilla,Parma
1021,1995,Colombia,Carlos Castro,Junior
1022,1995,Colombia,Wilson Cano,Independiente
1023,1995,Colombia,John Jairo Gomez,Independiente
1024,1995,Colombia,Freddy Leon,Millonarios
1025,1995,Colombia,Ivan Valenciano,Junior
1026,1995,Colombia,Niver Arboleda,Veracruz
1027,1995,Colombia,Ruben Hernandez,Santa Fe
1028,1995,Colombia,Adolfo Valencia,Santa Fe
1029,1995,Colombia,Alex Comas,América
1030,1995,Colombia,Alonso Alcibar,Once Caldas
1031,1996,Colombia,David Aguirre,Atl. Nacional
1032,1996,Colombia,Faryd Mondragón,Indep.
1033,1996,Colombia,Miguel Calero,Dep. Cali
1034,1996,Colombia,René Higuita,Atl. Nacional
1035,1996,Colombia,Giovanni Cassiani,Junior
1036,1996,Colombia,Diego Alzate,Atl. Nacional
1037,1996,Colombia,Jorge Bermúdez,América
1038,1996,Colombia,Rafael Vasquez,Atl. Nacional
1039,1996,Colombia,Francisco Mosquera,Atl. Nacional
1040,1996,Colombia,Osman Lopez,Millonarios
1041,1996,Colombia,Alexis Mendoza,Junior
1042,1996,Colombia,Wilson Perez,Barranquilla
